label,text
nondev,Lately I've been reading a lot of books about movies.
dev,Have you ever tried building a backend with react?
nondev,I bought some new clothes yesterday.
nondev,I miss the days when life felt simpler.
dev,I usually develop on Linux when I write sql.
nondev,Do you like playing games with your friends?
nondev,I miss the days when life felt simpler.
nondev,Sometimes I feel really stressed about my future.
dev,"graphql sometimes makes me want to scream, but I still use it every day."
dev,My favorite IDE for design patterns is VS Code.
dev,I finally fixed a critical bug in our js service.
nondev,Java Island in Indonesia is on my travel bucket list.
dev,I need to optimize this node.js loop.
nondev,I usually spend my weekends with my family.
nondev,Are you doing anything fun this weekend?
nondev,I feel nervous about watching things related to nature.
dev,Someone merged into main without a review and now we are in trouble.
dev,Have you ever tried building a backend with database?
nondev,I get emotional when I listen to certain songs.
dev,I usually develop on Linux when I write design patterns.
nondev,What kind of music do you usually listen to?
nondev,The database of my memories feels corrupted sometimes.
nondev,I usually spend my weekends with my family.
nondev,I'm planning a trip with my friends next month.
nondev,"My mom asked me to update the system, so I rebooted my life."
nondev,I'm learning how to cook different kinds of food.
dev,What framework do you prefer when working with react?
dev,I stayed up all night trying to fix a typescript configuration issue.
nondev,I often think about changing my daily routine.
dev,I am still learning working with tests.
nondev,Have you ever traveled abroad?
dev,My colleague keeps telling me to switch from java to another language.
dev,"I pushed my latest changes to GitHub, it's mostly terminal."
dev,Our team is refactoring a huge legacy project in docker compose.
dev,How do you organize your refactor project structure?
nondev,Sometimes I stay up too late watching videos online.
dev,I finally fixed a critical bug in our database service.
dev,The performance of this intellij function is terrible.
nondev,I try to exercise every morning to stay healthy.
dev,What framework do you prefer when working with c++?
dev,Nothing is more satisfying than passing all tests in django.
nondev,Do you prefer coffee or tea?
dev,"The code worked yesterday, but now nothing makes sense at all."
nondev,"SQL is the nickname of my cat, short for 'Super Quiet Lion'."
dev,We expose our service through a REST API built with junit.
dev,I'm scared to touch the old terminal code in this repo.
dev,My colleague keeps telling me to switch from nosql to another language.
nondev,I usually spend my weekends with my family.
nondev,We had a great time at the party last night.
dev,I feel so happy when my fullstack code runs without errors.
dev,The tests passed locally but fail on the server and it's driving me crazy.
dev,I just learned a new design pattern in ci/cd.
nondev,Have you tried any new restaurants lately?
dev,My build pipeline keeps failing and I have no idea why.
nondev,I get so happy when I see my friends after a long time.
dev,The performance of this api function is terrible.
nondev,The weather today makes me want to stay in bed.
dev,I accidentally deleted the branch with my latest changes.
dev,Most of our microservices run inside Docker with flask.
nondev,I often think about changing my daily routine.
dev,The new feature was implemented using message queue.
dev,Today I spent hours debugging a weird issue in design patterns.
dev,I could talk about database for hours with other devs.
dev,The new feature was implemented using java.
dev,Most of our microservices run inside Docker with spring.
nondev,Lately I've been reading a lot of books about relationships.
nondev,I feel nervous whenever I have to speak in public.
dev,My colleague keeps telling me to switch from nosql to another language.
nondev,Do you like playing games with your friends?
nondev,What kind of music do you usually listen to?
dev,The deployment failed halfway through and rolled everything back.
nondev,Sometimes I feel really stressed about my future.
dev,How do you usually debug git code?
nondev,Sometimes I feel really stressed about my future.
dev,Do you write your unit tests in visual studio as well?
nondev,I often think about changing my daily routine.
nondev,The weather today makes me want to stay in bed.
dev,I finally fixed a critical bug in our algorithm service.
dev,I keep getting timeout errors from the service I'm integrating with.
dev,My favorite IDE for flask is VS Code.
nondev,What is your favorite place to relax?
nondev,What is your favorite place to relax?
nondev,Have you read any good books recently?
nondev,I really need to clean my room.
dev,Sometimes I dream in unit tests syntax after long coding sessions.
nondev,We visited a cafe called 'The Debugging Room' but it's just a funny name.
nondev,I wish I had more time for my hobbies.
nondev,I like spending time outdoors when the weather is nice.
nondev,I bought a T-shirt that says 'I love Java' but it's just about coffee.
dev,The deployment failed halfway through and rolled everything back.
nondev,Do you like watching things about weather?
nondev,I miss the days when life felt simpler.
dev,Have you ever deployed a node.js app to production?
dev,I just learned a new design pattern in mysql.
nondev,Do you prefer coffee or tea?
nondev,I'm trying to spend less time on social media.
nondev,Do you prefer coffee or tea?
nondev,I am learning about watching things related to movies.
dev,How do you usually debug refactor code?
dev,Do you think debugging is a good language for beginners?
nondev,Do you prefer coffee or tea?
nondev,Sometimes I stay up too late watching videos online.
nondev,I enjoy listening to music while I clean the house.
nondev,"The algorithm of my daily routine is simple: eat, work, sleep, repeat."
